JARVIS-ID,Spg.number,Spg.Symbol,Composition,Spillage,SO_dir,SO_indir,NSO_di,NSO_indir,Dimesniolity ,mpid,Type,?1,?2,?3,?4,?5,?6,Indirgap QE(eV),Dirgap QE (eV),Dirgap WT (eV),Indirgap WT (eV),Dirgap WT-dense (eV)
JVASP-35819,221,Pm-3m,Tm3AlN,0.15,0.003,-1.762,0,-0.047,3D,,,,,,,,,,,,,
JVASP-18786,221,Pm-3m,ZrPt3,0.443,0,-1.761,0,-1.885,3D,,,,,,,,,,,,,
JVASP-41985,225,Fm-3m,Sc2CdTc,0.085,0,-1.759,0,-0.788,3D,,,,,,,,,,,,,
JVASP-40290,225,Fm-3m,SmMgHg2,0.243,0.008,-1.758,0,-1.146,3D,,,,,,,,,,,,,
JVASP-14761,221,Pm-3m,BaCd,0.013,0,-1.758,0,-1.838,3D,,,,,,,,,,,,,
JVASP-19732,191,P6/mmm,TaN,0.625,0.104,-1.757,0,-2.107,3D,,,,,,,,,,,,,
JVASP-15360,139,I4/mmm,Pr(CoB)2,0.024,0,-1.757,0,-1.224,3D,,,,,,,,,,,,,
JVASP-41555,225,Fm-3m,Y2MgRu,0.09,0.001,-1.755,0,-1.772,3D,,,,,,,,,,,,,
JVASP-16537,63,Cmcm,YGa2Ni,0.034,0,-1.754,0,-1.759,3D,,,,,,,,,,,,,
JVASP-38452,225,Fm-3m,PrMgTl2,0.373,0,-1.753,0,-0.491,3D,,,,,,,,,,,,,
JVASP-40791,216,F-43m,HfGePt,0.246,0.013,-1.753,0,-1.855,3D,,,,,,,,,,,,,
JVASP-35663,221,Pm-3m,Lu3AlN,0.074,0.001,-1.753,0,-0.151,3D,,,,,,,,,,,,,
JVASP-38848,225,Fm-3m,LiNd2Ru,0.694,0,-1.752,0,-0.879,3D,,,,,,,,,,,,,
JVASP-8769,115,P-4m2,AgI2,1.105,0,-1.749,0,-1.636,2D,,,,,,,,,,,,,
JVASP-41087,225,Fm-3m,HoCdPd2,0.786,0,-1.749,0,-1.584,3D,,,,,,,,,,,,,
JVASP-18745,225,Fm-3m,SmMg3,0.016,0,-1.748,0,-0.414,3D,,,,,,,,,,,,,
JVASP-37751,221,Pm-3m,K3Cd,0.216,0,-1.747,0,-0.857,3D,,,,,,,,,,,,,
JVASP-40567,225,Fm-3m,Sm2NiIr,0.621,0,-1.743,0,-0.451,3D,,,,,,,,,,,,,
JVASP-21672,204,Im3,Al12W,0.062,0.004,-1.743,0,-1.754,3D,,,,,,,,,,,,,
JVASP-12069,166,R-3m,Zr2Te2P,0.894,0,-1.742,0.003,-0.87,2D,,,,,,,,,,,,,
JVASP-17452,166,R-3m,Zr2Te2P,0.894,0,-1.742,0.003,-0.87,2D,,,,,,,,,,,,,
JVASP-41157,225,Fm-3m,MgTaRu2,0.484,0,-1.741,0,-1.723,3D,,,,,,,,,,,,,
JVASP-38803,225,Fm-3m,LiLu2Rh,0.145,0,-1.741,0,-1.886,3D,,,,,,,,,,,,,
JVASP-36033,225,Fm-3m,ErH,0.041,0.008,-1.741,0,-1.875,3D,,,,,,,,,,,,,
JVASP-56993,194,P6_3/mmc,Pr2CBr,0.45,0.001,-1.74,0,-1.79,3D,,,,,,,,,,,,,
JVASP-41955,225,Fm-3m,LiY2Rh,0.03,0,-1.738,0,-1.761,3D,,,,,,,,,,,,,
JVASP-40224,225,Fm-3m,Sc2CoOs,0.26,0.001,-1.737,0,-1.655,3D,,,,,,,,,,,,,
JVASP-38284,225,Fm-3m,NdMgTl2,0.365,0,-1.735,0,-0.458,3D,,,,,,,,,,,,,
JVASP-7690,216,F-43m,YbSbPd,0.103,0,-1.733,0,-1.689,3D,,,,,,,,,,,,,
JVASP-35101,129,P4/nmm,ThSbSe,1.226,0.001,-1.732,0,-1.899,3D,,,,,,,,,,,,,
JVASP-51150,216,F-43m,NbOsPb,0.371,0,-1.732,0,-1.955,3D,,,,,,,,,,,,,
JVASP-41502,225,Fm-3m,DySnRu2,0.879,0,-1.731,0,-1.364,3D,,,,,,,,,,,,,
JVASP-41245,225,Fm-3m,Dy2ZnOs,0.189,0.01,-1.73,0,-2.029,3D,,,,,,,,,,,,,
JVASP-40850,225,Fm-3m,PmMgHg2,0.262,0.007,-1.729,0,-1.144,3D,,,,,,,,,,,,,
JVASP-35472,123,P4/mmm,GaPPd5,0.193,0.02,-1.728,0,-1.778,3D,,,,,,,,,,,,,
JVASP-38949,221,Pm-3m,TbY3,0.417,0.001,-1.727,0,-1.862,3D,,,,,,,,,,,,,
JVASP-41946,225,Fm-3m,LaMgZn2,0.009,0.001,-1.726,0,-0.624,3D,,,,,,,,,,,,,
JVASP-1035,194,P6_3/mmc,Tm,0.118,0,-1.722,0,-1.749,3D,,,,,,,,,,,,,
JVASP-35467,123,P4/mmm,IsPd5,0.135,0.022,-1.719,0,-1.754,3D,,,,,,,,,,,,,
JVASP-14623,194,P6_3/mmc,Tm,0.117,0.011,-1.719,0,-1.749,3D,,,,,,,,,,,,,
JVASP-56740,225,Fm-3m,TbIu2,0.441,0.082,-1.718,0,-1.859,3D,,,,,,,,,,,,,
JVASP-41282,139,I4/mmm,HfInRh2,0.154,0,-1.717,0.021,-1.091,3D,,,,,,,,,,,,,
JVASP-41795,225,Fm-3m,LiTaRu2,0.071,0.003,-1.716,0,-1.77,3D,,,,,,,,,,,,,
JVASP-17443,187,P-6m2,SmNiAs,0.049,0.29,-1.714,0.344,-1.68,3D,,,,,,,,,,,,,
JVASP-39926,225,Fm-3m,DyThTc2,1.153,0,-1.713,0,-0.386,3D,,,,,,,,,,,,,
JVASP-39487,186,P6_3mc,ReTe,1.606,0,-1.712,0,-1.963,3D,,,,,,,,,,,,,
JVASP-41517,225,Fm-3m,YMg3,0.002,0,-1.712,0,-0.536,3D,,,,,,,,,,,,,
JVASP-51174,216,F-43m,SrHfRe2,1.819,0,-1.709,0,-1.883,3D,,,,,,,,,,,,,
JVASP-37932,225,Fm-3m,Ba2ZnCd,0.144,0.003,-1.708,0,-1.83,3D,,,,,,,,,,,,,
JVASP-18642,156,P3m1,LiCaSn,2.02,0,-1.707,0,-1.623,3D,,,,,,,,,,,,,
JVASP-17193,194,P6_3/mmc,PtN,0.659,0.001,-1.705,0,-2.004,2D,,,,,,,,,,,,,
JVASP-4846,194,P6_3/mmc,PtN,0.659,0.001,-1.705,0,-2.004,2D,,,,,,,,,,,,,
JVASP-41022,225,Fm-3m,HoThTc2,1.118,0,-1.703,0,-0.37,3D,,,,,,,,,,,,,
JVASP-39308,186,P6_3mc,HgN,0.635,0.001,-1.702,0,-1.842,3D,,,,,,,,,,,,,
JVASP-16571,225,Fm-3m,LuNi2Sn,0.289,0.003,-1.702,0,-0.907,3D,,,,,,,,,,,,,
JVASP-40009,225,Fm-3m,V3Os,0.341,0.002,-1.699,0,-1.738,3D,,,,,,,,,,,,,
JVASP-40546,225,Fm-3m,BeNbRu2,0.034,0,-1.699,0,-1.727,3D,,,,,,,,,,,,,
JVASP-14853,191,P6/mmm,SrGa2,0.018,0.002,-1.699,0,-1.631,3D,,,,,,,,,,,,,
JVASP-41890,225,Fm-3m,Sc2AgOs,0.76,0,-1.697,0,-0.402,3D,,,,,,,,,,,,,
JVASP-16309,216,F-43m,LiCdP,0.004,0.489,-1.697,0.523,-1.695,3D,,,,,,,,,,,,,
JVASP-41434,225,Fm-3m,TmSnRh2,0.919,0,-1.693,0,-1.248,3D,,,,,,,,,,,,,
JVASP-14383,123,P4/mmm,InPd3,0.895,0.002,-1.692,0,-0.78,2D,,,,,,,,,,,,,
JVASP-18838,123,P4/mmm,InPd3,0.895,0.002,-1.692,0,-0.78,2D,,,,,,,,,,,,,
JVASP-35821,221,Pm-3m,YBPd3,0.096,0.002,-1.689,0,-1.782,3D,,,,,,,,,,,,,
JVASP-40534,225,Fm-3m,LiLa2Os,0.758,0.001,-1.687,0,-0.844,3D,,,,,,,,,,,,,
JVASP-16438,221,Pm-3m,ScAg,0.708,0,-1.687,0,-1.749,3D,,,,,,,,,,,,,
JVASP-14298,139,I4/mmm,SmS,0.446,0.026,-1.687,0.034,-1.452,2D,,,,,,,,,,,,,
JVASP-37651,225,Fm-3m,Lu2HgAu,2.11,0,-1.686,0,-1.274,3D,,,,,,,,,,,,,
JVASP-42055,225,Fm-3m,CaLaAg2,0.028,0.001,-1.686,0,-1.187,3D,,,,,,,,,,,,,
JVASP-41174,225,Fm-3m,NdMgHg2,0.327,0.008,-1.684,0,-1.134,3D,,,,,,,,,,,,,
JVASP-37755,225,Fm-3m,3Tl,0.346,0.202,-1.683,0,-2.211,3D,mp-982873,Strong-TI,1,0,1,0,1,0,-1.619,0.246,0.192,-1.63,0.198
JVASP-14918,164,P-3m1,Li2PrP2,0.211,0,-1.681,0,-1.662,3D,,,,,,,,,,,,,
JVASP-18530,71,Immm,Pr3(BN2)2,0.028,0.002,-1.681,0.064,-0.454,3D,,,,,,,,,,,,,
JVASP-39891,225,Fm-3m,TmNi2Sn,0.071,0,-1.68,0,-0.862,3D,,,,,,,,,,,,,
JVASP-41888,225,Fm-3m,Sc2TcPd,0.441,0,-1.678,0,-1.382,3D,,,,,,,,,,,,,
JVASP-15490,225,Fm-3m,LuInCu2,0.513,0.029,-1.677,0,-1.855,3D,,,,,,,,,,,,,
JVASP-8511,221,Pm-3m,TaRu3C,0.327,0,-1.676,0.042,-1.705,3D,,,,,,,,,,,,,
JVASP-40343,225,Fm-3m,Sc2ZnOs,0.215,0.001,-1.676,0,-1.929,3D,,,,,,,,,,,,,
JVASP-17917,187,P-6m2,LiCaPb,2.141,0,-1.675,0,-1.64,3D,,,,,,,,,,,,,
JVASP-38827,225,Fm-3m,ZrAlRu2,1.118,0.001,-1.674,0,-1.679,3D,,,,,,,,,,,,,
JVASP-38823,225,Fm-3m,MgNbRu2,0.061,0,-1.674,0,-1.539,3D,,,,,,,,,,,,,
JVASP-39030,225,Fm-3m,Sm2MgRu,0.486,0.001,-1.671,0,-1.734,3D,,,,,,,,,,,,,
JVASP-42875,225,Fm-3m,Ca2TlPb,1.087,0,-1.67,0.084,-0.059,3D,,,,,,,,,,,,,
JVASP-35666,221,Pm-3m,ScBPd3,0.969,0.002,-1.668,0,-1.788,3D,,,,,,,,,,,,,
JVASP-36892,123,P4/mmm,RbCuBr3,0.032,0,-1.666,0,-1.766,3D,,,,,,,,,,,,,
JVASP-1049,194,P6_3/mmc,Y,0.85,0.018,-1.662,0,-1.468,3D,,,,,,,,,,,,,
JVASP-14265,187,P-6m2,RuC,0.08,0.051,-1.662,0.103,-1.575,2D,,,,,,,,,,,,,
JVASP-15850,187,P-6m2,RuC,0.08,0.051,-1.662,0.103,-1.575,2D,,,,,,,,,,,,,
JVASP-16499,225,Fm-3m,ScGaCu2,0.017,0.019,-1.66,0.041,-1.631,3D,,,,,,,,,,,,,
JVASP-37611,191,P6/mmm,TmMg2,0.981,0.001,-1.658,0,-1.072,3D,,,,,,,,,,,,,
JVASP-38795,225,Fm-3m,TbCdPd2,0.458,0,-1.658,0,-1.476,3D,,,,,,,,,,,,,
JVASP-41997,225,Fm-3m,LiHoAu2,2.043,0,-1.657,0,-1.771,3D,,,,,,,,,,,,,
JVASP-37565,225,Fm-3m,TmAlAg2,0.087,0.004,-1.652,0,-1.673,3D,,,,,,,,,,,,,
JVASP-40442,225,Fm-3m,Ca2MgIn,0.021,0.008,-1.652,0,-0.567,3D,,,,,,,,,,,,,
JVASP-41900,225,Fm-3m,Sc2AlTc,0.041,0.014,-1.65,0,-1.74,3D,,,,,,,,,,,,,
JVASP-17209,187,P-6m2,BaAlGe,0.009,0,-1.649,0.557,0.242,3D,,,,,,,,,,,,,
JVASP-18803,221,Pm-3m,Sc3InN,0.009,0,-1.649,0,-0.134,3D,,,,,,,,,,,,,
JVASP-8468,129,P4/nmm,NdSb2Pd,0.482,0,-1.644,0,-1.709,3D,,,,,,,,,,,,,
JVASP-36379,191,P6/mmm,CaB2,0.002,0.012,-1.644,0,-1.639,3D,,,,,,,,,,,,,
JVASP-18007,221,Pm-3m,PbSe,1.213,0.06,-1.643,0.379,-0.725,3D,,,,,,,,,,,,,
JVASP-38190,139,I4/mmm,Rb3Zn,0.005,0.004,-1.642,0,-0.46,3D,,,,,,,,,,,,,
JVASP-37570,225,Fm-3m,TmThOs2,0.471,0,-1.64,0,-1.754,3D,,,,,,,,,,,,,
JVASP-14801,221,Pm-3m,TiRu,0.034,0.035,-1.639,0,-1.666,3D,,,,,,,,,,,,,
JVASP-37222,221,Pm-3m,SmTh3,0.967,0,-1.637,0,-1.634,3D,,,,,,,,,,,,,
JVASP-16307,216,F-43m,CdCuSb,1.029,0,-1.635,0,-1.596,3D,,,,,,,,,,,,,
JVASP-56870,216,F-43m,TiGaRh,0.295,0.002,-1.635,0,-1.621,3D,,,,,,,,,,,,,
JVASP-40563,225,Fm-3m,LaMgCd2,0.017,0.001,-1.635,0,-0.725,3D,,,,,,,,,,,,,
JVASP-21803,176,P6_3/m,Nb3S4,0.434,0.005,-1.634,0,-1.674,3D,,,,,,,,,,,,,
JVASP-39794,225,Fm-3m,LiZrPt2,0.752,0,-1.633,0,-0.606,3D,,,,,,,,,,,,,
JVASP-18019,187,P-6m2,YbLiPb,2.202,0,-1.632,0,-1.68,3D,,,,,,,,,,,,,
JVASP-41474,225,Fm-3m,Lu2MgRu,0.421,0.002,-1.632,0,-1.695,3D,,,,,,,,,,,,,
JVASP-39052,225,Fm-3m,SmTlAu2,1.677,0.003,-1.629,0,-1.636,3D,,,,,,,,,,,,,
JVASP-41036,225,Fm-3m,HoSnRh2,0.885,0,-1.626,0,-1.166,3D,,,,,,,,,,,,,
JVASP-17673,221,Pm-3m,Ti3InC,0.417,0.001,-1.623,0,-1.637,3D,,,,,,,,,,,,,
JVASP-15219,225,Fm-3m,HfGaNi2,0.177,0.001,-1.623,0,-0.818,3D,,,,,,,,,,,,,
JVASP-18728,221,Pm-3m,PaIr3,1.254,0.027,-1.622,0.016,-1.832,3D,,,,,,,,,,,,,
JVASP-56216,225,Fm-3m,TmIg2,0.483,0.064,-1.62,0,-1.724,3D,,,,,,,,,,,,,
JVASP-56772,225,Fm-3m,TmInPd2,0.052,0.004,-1.62,0,-1.713,3D,,,,,,,,,,,,,
JVASP-15403,225,Fm-3m,ScNi2Sn,0.021,0,-1.619,0,-0.888,3D,,,,,,,,,,,,,
JVASP-56726,194,P6_3/mmc,BRh,0.046,0.006,-1.618,0.003,-1.628,3D,,,,,,,,,,,,,
JVASP-37126,221,Pm-3m,Pd3Au,2.233,0.003,-1.616,0,-0.73,3D,,,,,,,,,,,,,
JVASP-16680,123,P4/mmm,TlAsPd5,0.413,0.014,-1.616,0,-1.667,3D,,,,,,,,,,,,,
JVASP-41891,225,Fm-3m,Sc2AgIr,0.158,0,-1.615,0,-1.893,3D,,,,,,,,,,,,,
JVASP-41538,225,Fm-3m,Lu2TcPd,0.446,0,-1.614,0,-1.192,3D,,,,,,,,,,,,,
JVASP-40541,225,Fm-3m,LiYAu2,2.029,0,-1.613,0,-1.735,3D,,,,,,,,,,,,,
JVASP-40550,225,Fm-3m,LaMgHg2,0.494,0.008,-1.613,0,-1.094,3D,,,,,,,,,,,,,
JVASP-39092,225,Fm-3m,Si2RuOs,1.472,0.049,-1.612,0,-1.803,3D,,,,,,,,,,,,,
JVASP-51264,216,F-43m,TcNiW,0.161,0,-1.612,0,-1.193,3D,,,,,,,,,,,,,
JVASP-40459,225,Fm-3m,AcPbAu2,1.826,0.004,-1.61,0,-1.146,3D,,,,,,,,,,,,,
JVASP-35899,129,P4/nmm,HfVGe,1.043,0,-1.61,0,-1.63,3D,,,,,,,,,,,,,
JVASP-17953,225,Fm-3m,ScInCu2,0.021,0.092,-1.609,0.087,-1.609,3D,,,,,,,,,,,,,
JVASP-56192,221,Pm-3m,NdTl3,0.304,0.018,-1.608,0,-1.981,3D,,,,,,,,,,,,,
JVASP-40097,225,Fm-3m,AcMgHg2,0.251,0.008,-1.608,0,-1.068,3D,,,,,,,,,,,,,
JVASP-19750,225,Fm-3m,DyMg3,0.025,0,-1.608,0,-0.499,3D,,,,,,,,,,,,,
JVASP-35246,139,I4/mmm,Ce2Cu(NO)2,0.462,0,-1.606,0,-0.524,3D,,,,,,,,,,,,,
JVASP-39342,225,Fm-3m,LiHoSn2,0.207,0,-1.603,0,-1.606,3D,,,,,,,,,,,,,
JVASP-34997,194,P6_3/mmc,Mg2Sn,0.433,0.042,-1.602,0.01,-1.571,3D,,,,,,,,,,,,,
JVASP-16809,189,P-62m,YMgPd,0.067,0.001,-1.602,0,-1.233,3D,,,,,,,,,,,,,
JVASP-56378,194,P6_3/mmc,DyAl3,0.079,0.008,-1.601,0,-1.651,3D,,,,,,,,,,,,,
JVASP-52894,189,P-62m,SiPd2,0.205,0,-1.598,0,-1.64,3D,,,,,,,,,,,,,
JVASP-15634,225,Fm-3m,HfAlNi2,0.164,0,-1.598,0,-0.913,3D,,,,,,,,,,,,,
JVASP-15221,225,Fm-3m,NbNi2Sn,0.023,0,-1.597,0,-0.713,3D,,,,,,,,,,,,,
JVASP-25327,229,Im-3m,Ti,0.002,0,-1.594,0,-1.704,3D,,,,,,,,,,,,,
