JARVIS-ID,Spg.number,Spg.Symbol,Composition,Spillage,SO_dir,SO_indir,NSO_di,NSO_indir,Dimesniolity ,mpid,Type,?1,?2,?3,?4,?5,?6,Indirgap QE(eV),Dirgap QE (eV),Dirgap WT (eV),Indirgap WT (eV),Dirgap WT-dense (eV)
JVASP-8545,216,F-43m,ZrSnPd,0.016,0.646,-0.012,0.677,0.027,3D,,,,,,,,,,,,,
JVASP-7632,122,I-42d,CdSnSb2,0.606,0.043,-0.011,0.07,0.042,3D,mp-10063,Strong-TI,1,0,1,0,1,0,0.045,0.045,0.016,0.029,0.045
JVASP-40137,227,Fd-3m,CaSnS3,0.906,0.022,-0.011,0,-0.036,3D,,,,,,,,,,,,,
JVASP-8660,225,Fm-3m,Cs2SnI6,0.563,0,-0.01,0,-0.006,3D,mp-27636,Quad,,,,,,,0,0,0,-0.019,0
JVASP-35740,156,P3m1,CaGaSnH,0.033,0.655,-0.01,0.8,0.144,3D,,,,,,,,,,,,,
JVASP-28889,156,P3m1,Te2W2SeS,1.4,0.004,-0.009,0.008,0.005,2D,,,,,,,,,,,,,
JVASP-36455,221,Pm-3m,Sr3PN,1.697,0.007,-0.008,0,0,3D,mp-1013536,Quad,,,,,,,0,0,0,0,0
JVASP-41691,225,Fm-3m,Yb2AgIr,1.121,0.055,-0.008,0,-0.264,3D,,,,,,,,,,,,,
JVASP-50099,63,Cmcm,BaTl2O4,0.086,0.257,-0.008,0.269,0.002,3D,,,,,,,,,,,,,
JVASP-15955,221,Pm-3m,Nd3GaC,0.45,0.012,-0.007,0,-0.051,3D,,,,,,,,,,,,,
JVASP-38233,139,I4/mmm,Rb3Ir,0.277,0.062,-0.007,0.327,0.275,3D,,,,,,,,,,,,,
JVASP-19359,11,P2_1/m,Zn2AgSbO6,0.038,0.128,-0.007,0.125,-0.012,3D,,,,,,,,,,,,,
JVASP-7934,225,Fm-3m,TiFe2Sn,0.036,0.031,-0.007,0.086,0.048,3D,,,,,,,,,,,,,
JVASP-19870,221,Pm-3m,CaB6,0,0.02,-0.007,0.019,-0.007,3D,,,,,,,,,,,,,
JVASP-15227,164,P-3m1,Ge2Sb2Te5,1.364,0.112,-0.006,0.004,-0.002,2D,mp-3534,Strong-TI,1,0,1,0,1,0,0.131,0.211,0.069,-0.015,0.089
JVASP-52781,227,Fd-3m,Zr(TiH2)2,0.012,0.035,-0.006,0.031,-0.008,3D,,,,,,,,,,,,,
JVASP-51226,216,F-43m,IrPbBr,2.131,0.016,-0.005,0.055,-0.101,3D,mp-631478,,,,,,,,0.052,0.065,0,-0.049,0.028
JVASP-29071,8,Cm,Te2MoWSe2,1.074,0.022,-0.005,0.645,0.645,2D,,,,,,,,,,,,,
JVASP-51413,12,C2/m,IgS2,0.025,0.125,-0.005,0.124,-0.003,3D,,,,,,,,,,,,,
JVASP-19914,221,Pm-3m,BaB6,0.006,0.044,-0.005,0.045,-0.005,3D,,,,,,,,,,,,,
JVASP-36496,221,Pm-3m,Sr3BiAs,0.699,0,-0.004,0,0,3D,mp-1013705,Quad,,,,,,,0,0,0,-0.001,0
JVASP-50202,62,Pnma,Zr2N2O,0.418,0.014,-0.004,0.002,-0.015,3D,,,,,,,,,,,,,
JVASP-7794,225,Fm-3m,DyN,0.032,0.249,-0.004,0.378,0.038,3D,,,,,,,,,,,,,
JVASP-19850,216,F-43m,HgSe,0.539,0,-0.003,0,0,3D,mp-820,Quad,,,,,,,0,0,0,0,0
JVASP-28475,187,P-6m2,Te4Mo2WS2,0.134,0.001,-0.003,0.004,-0.038,2D,,,,,,,,,,,,,
JVASP-28850,156,P3m1,Te6MoW3Se2,1.085,0.007,-0.002,0.346,0.346,2D,,,,,,,,,,,,,
JVASP-36492,221,Pm-3m,Sr3BiP,0.757,0,-0.002,0,0,3D,,,,,,,,,,,,,
JVASP-40782,216,F-43m,CaNiTe,0.448,0,-0.002,0,0,3D,,,,,,,,,,,,,
JVASP-26867,62,Pnma,TiAsRh,0.072,0.056,-0.002,0.054,-0.002,3D,,,,,,,,,,,,,
JVASP-11396,62,Pnma,SrMgSi,0.044,0.058,-0.002,0.062,0,3D,,,,,,,,,,,,,
JVASP-35067,129,P4/nmm,KMgBi,2.094,0.058,-0.001,0.45,0.45,3D,,,,,,,,,,,,,
JVASP-9835,14,P2_1/c,CrWO6,0.089,0.126,-0.001,0.137,0.012,3D,,,,,,,,,,,,,
JVASP-36109,216,F-43m,BiB,3.019,0,0,0.046,0.046,3D,mp-1006880,Quad,,,,,,,0,0,0,0,0
JVASP-40778,216,F-43m,SrTePd,2.804,0,0,0.059,0.059,3D,mp-961663,Quad,,,,,,,0,0,0,0,0
JVASP-1492,216,F-43m,YSbPt,2.794,0,0,0.086,0.086,3D,mp-4964,Quad,,,,,,,0,0,0,0,0
JVASP-22657,216,F-43m,LiMgBi,2.677,0,0,0.421,0.421,3D,mp-570213,Quad,,,,,,,0,0,0,0,0
JVASP-1849,216,F-43m,Li2AgSb,1.309,0,0,0.142,0.142,3D,mp-16238,Quad,,,,,,,0,0,0,0,0
JVASP-36474,221,Pm-3m,Ca3BiP,1.271,0,0,0.113,0.113,3D,mp-1013558,Quad,,,,,,,0,0,0,0,0
JVASP-36463,221,Pm-3m,Ca3Sb2,1.239,0,0,0.106,0.106,3D,mp-1013546,Quad,,,,,,,0,0,0,0,0
JVASP-16219,221,Pm-3m,Y3TlC,1.012,0,0,0,-0.077,3D,mp-9960,Quad,,,,,,,0,0,0,0,0.001
JVASP-36210,216,F-43m,YBiPd,0.756,0,0,0,0,3D,mp-1008624,Quad,,,,,,,0,0,0,0,0
JVASP-36449,221,Pm-3m,Sr3BiP,0.64,0,0,0,0,3D,mp-1013530,Quad,,,,,,,0,0,0,0,0
JVASP-36494,221,Pm-3m,Ca3BiAs,0.636,0,0,0,0,3D,mp-1013703,Quad,,,,,,,0,0,0,0,0
JVASP-36458,221,Pm-3m,Sr3SbAs,0.477,0,0,0,0,3D,mp-1013541,Quad,,,,,,,0,0,0,0,0.003
JVASP-36484,221,Pm-3m,Sr3Sb2,0.425,0,0,0,0,3D,mp-1013583,Quad,,,,,,,0,0,0,0,0
JVASP-36515,221,Pm-3m,Ca3SbAs,0.387,0,0,0,0,3D,mp-1013738,Quad,,,,,,,0,0,0,0,0
JVASP-36476,221,Pm-3m,Ba3As2,0.313,0,0,0,0,3D,mp-1013560,Quad,,,,,,,0,0,0,0,0
JVASP-36454,221,Pm-3m,Sr3SbP,0.302,0,0,0,0,3D,mp-1013535,Quad,,,,,,,0,0,0,0,0
JVASP-36475,221,Pm-3m,Sr3As2,0.301,0,0,0,0,3D,mp-1013559,Quad,,,,,,,0,0,0,0,0
JVASP-36451,221,Pm-3m,Sr3AsP,0.089,0,0,0,0,3D,mp-1013532,Quad,,,,,,,0,0,0,0,0
JVASP-20306,204,Im3,CoAs3,0.035,0,0,0,0,3D,mp-452,Quad,,,,,,,0,0,0,0,0
JVASP-36448,221,Pm-3m,Sr3N2,0.029,0,0,0,0,3D,mp-1013529,Quad,,,,,,,0,0,0,0,0
JVASP-35948,227,Fd-3m,Sc2ZnSe4,2.01,0,0,0.115,0.115,3D,,,,,,,,,,,,,
JVASP-36460,221,Pm-3m,Ca3AsN,1.742,0.005,0,0,0,3D,,,,,,,,,,,,,
JVASP-7823,216,F-43m,TbSbPt,1.644,0,0,0.066,0.066,3D,,,,,,,,,,,,,
JVASP-7829,216,F-43m,DySbPt,1.417,0,0,0.021,0.021,3D,,,,,,,,,,,,,
JVASP-1023,152,P3_121,Te,1.318,0,0,0.139,0.126,3D,,,,,,,,,,,,,
JVASP-25210,154,P3_221,Te,1.308,0,0,0.139,0.125,3D,,,,,,,,,,,,,
JVASP-28463,8,Cm,Te2W3S4,0.971,0.091,0,0.286,0.01,2D,,,,,,,,,,,,,
JVASP-36316,216,F-43m,HoBiPd,0.904,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36352,216,F-43m,DyBiPd,0.82,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-15921,216,F-43m,LuSbPt,0.745,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36497,221,Pm-3m,Sr3BiSb,0.686,0,0,0,0,3D,mp-1013706,,,,,,,,0,0,0,0,0
JVASP-15033,216,F-43m,HgTe,0.683,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-1124,225,Fm-3m,Cu2Se,0.659,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-1123,225,Fm-3m,Cu2Se,0.658,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-1125,225,Fm-3m,Cu2Se,0.655,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36495,221,Pm-3m,Ca3BiSb,0.643,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-7824,216,F-43m,TmSbPt,0.621,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-17214,216,F-43m,HoGeAu,0.605,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-7830,216,F-43m,ErSbPt,0.559,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-17580,216,F-43m,InSb,0.514,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-7835,216,F-43m,HoSbPt,0.504,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-59656,205,Pa3,Is,0.502,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36139,216,F-43m,TlP,0.491,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36483,221,Pm-3m,Ba3Sb2,0.466,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-52146,227,Fd-3m,Nb2Tl2O7,0.464,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-20099,216,F-43m,GaSb,0.401,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-11395,205,Pa3,AlSb,0.388,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36503,221,Pm-3m,Ba3SbP,0.368,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-97,216,F-43m,Is,0.322,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36470,221,Pm-3m,Sr3AsP,0.129,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-36487,221,Pm-3m,Ba3AsP,0.121,0,0,0,0,3D,mp-1013586,,0,0,0,0,0,0,0.029,0.029,0.029,-0.667,0.029
JVASP-36502,221,Pm-3m,Ba3AsP,0.121,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-57115,227,Fd-3m,Nd2Zr2O7,0.086,0.003,0,0,-0.002,3D,,,,,,,,,,,,,
JVASP-1426,216,F-43m,ScSu,0.059,1.169,0,1.296,0.132,3D,,,,,,,,,,,,,
JVASP-53247,204,Im3,CoAs3,0.035,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-17700,216,F-43m,InN,0.007,0,0,0,0,3D,,,,,,,,,,,,,
JVASP-26325,148,R-3,AgSbO3,1.395,0.03,0.001,0,-0.015,3D,mp-545999,Strong-TI,0,0,0,0,0,0,0.163,0.163,0.155,-0.022,0.155
JVASP-26325,148,R-3,AgSbO3,1.395,0.03,0.001,0,-0.015,3D,mp-545999,Strong-TI,1,0,1,0,1,0,-0.005,0.012,0.012,-0.029,0.012
JVASP-28817,8,Cm,Te2W2SeS,2.077,0.013,0.001,0.011,-0.047,2D,,,,,,,,,,,,,
JVASP-22410,88,I4_1/a,Dy(CuO2)2,0.507,0.026,0.001,0,-0.121,3D,,,,,,,,,,,,,
JVASP-7687,121,I-42m,CdCu2GeSe4,0.363,0.001,0.001,0,0,3D,,,,,,,,,,,,,
JVASP-56367,194,P6_3/mmc,K3Bi,2.126,0.031,0.002,0.112,0.101,3D,mp-569940,Dirac,,,,,,,0.01,0.029,0,0.001,0.006
JVASP-40899,186,P6_3mc,Er8Ga3Co,0.88,0.002,0.002,0.038,0.038,3D,,,,,,,,,,,,,
JVASP-8080,122,I-42d,ZnSs2,0.323,0.002,0.002,0.002,0.002,3D,,,,,,,,,,,,,
JVASP-36477,221,Pm-3m,Sr3SbAs,0.162,0.002,0.002,0.155,0.155,3D,,,,,,,,,,,,,
JVASP-12914,136,P4_2/mnm,Mg(BiO3)2,0.11,0.002,0.002,0.022,0.022,3D,,,,,,,,,,,,,
JVASP-29896,156,P3m1,Zn3(InS3)2,0.057,0.002,0.002,0.009,0.009,2D,,,,,,,,,,,,,
JVASP-51120,225,Fm-3m,Li2GaSb,2.004,0.003,0.003,0.055,0.055,3D,mp-631316,,0,0,0,0,0,0,0.006,0.006,0.006,0.006,0.006
JVASP-29647,164,P-3m1,Bi2Pb2Se5,0.839,0.003,0.003,0.437,0.437,2D,,,,,,,,,,,,,
JVASP-50414,227,Fd-3m,(SnO2)2,0.436,0.003,0.003,0,0,3D,,,,,,,,,,,,,
JVASP-51361,165,P-3c1,HoH3,0.288,0.008,0.003,0,-0.002,3D,,,,,,,,,,,,,
JVASP-30674,63,Cmcm,Zn(Sn2O3)2,0.038,0.261,0.003,0.266,0.006,2D,,,,,,,,,,,,,
JVASP-12158,166,R-3m,Y2GeI2,0.025,0.475,0.003,0.484,0.117,2D,,,,,,,,,,,,,
JVASP-22031,148,R-3,Tl6TeO12,2.089,0.004,0.004,0.019,0.006,3D,mp-14410,Strong-TI,1,0,1,0,1,0,0.021,0.021,0.011,0.008,0.012
JVASP-48,194,P6_3/mmc,C,2.719,0.005,0.005,0,-0.033,2D,,,,,,,,,,,,,
JVASP-17431,121,I-42m,CdCu2SnSe4,0.456,0.006,0.005,0,0,3D,,,,,,,,,,,,,
JVASP-28512,156,P3m1,Te4Mo2WSe2,0.114,0.005,0.005,0.23,0.23,2D,,,,,,,,,,,,,
JVASP-8125,129,P4/nmm,CuSe,0.1,0.005,0.005,0.06,0.06,3D,,,,,,,,,,,,,
JVASP-38127,225,Fm-3m,Ca6Sn2NF,4.012,0.006,0.006,0.102,0.102,3D,mp-989590,CTI,0,0,0,0,0,0,0.036,0.036,0.009,0.024,0.024
JVASP-8367,221,Pm-3m,Ca3BiN,4.024,0.006,0.006,0.342,0.342,3D,mvc-16073,,0,0,0,0,0,0,0.008,0.008,0.008,0.008,0.008
JVASP-12369,62,Pnma,Ba2Pb,2.409,0.018,0.006,0.044,0.041,3D,,,,,,,,,,,,,
JVASP-16235,71,Immm,Ni(BMo)2,0.557,0.125,0.006,0.035,-0.03,3D,,,,,,,,,,,,,
JVASP-35600,121,I-42m,ZnCu2SnS4,0.323,0.021,0.007,0,0,3D,,,,,,,,,,,,,
JVASP-29097,156,P3m1,Te2MoWSe2,0.14,0.007,0.007,0.278,0.278,2D,,,,,,,,,,,,,
JVASP-31211,193,P6_3/mcm,MgTa2N3,2.165,0.073,0.008,0,-0.087,3D,mp-39105,Dirac,,,,,,,0.024,0.102,0,-0.004,0.002
JVASP-18469,194,P6_3/mmc,3Bi,2.093,0.019,0.008,0,0,3D,mp-27838,Dirac,,,,,,,0.032,0.189,0,0.006,0.027
JVASP-22653,221,Pm-3m,Sr3BiN,4.032,0.008,0.008,0.225,0.225,3D,mp-570008,,0,0,0,0,0,0,0.018,0.018,0.018,0.018,0.018
JVASP-29048,156,P3m1,Te3MoWS,2.021,0.008,0.008,0.011,-0.063,2D,mp-1029952,,,,,,,,-0.034,0.032,0,-0.034,0.032
JVASP-13124,62,Pnma,Sr2Pb,0.723,0.075,0.008,0.006,-0.004,3D,,,,,,,,,,,,,
JVASP-40227,225,Fm-3m,Ca2AsAu,0.391,0.008,0.008,0.223,0.223,3D,,,,,,,,,,,,,
JVASP-25232,139,I4/mmm,Hg,0.018,0.695,0.008,0.808,0.081,3D,,,,,,,,,,,,,
JVASP-38396,129,P4/nmm,PrZnSbO,2.026,0.015,0.009,0.106,0.106,3D,,,,,,,,,,,,,
JVASP-38277,123,P4/mmm,RbZn4As3,2.006,0.036,0.009,0,-0.024,3D,,,,,,,,,,,,,
JVASP-7079,82,I-4,ZnCu2SnSe4,0.522,0.018,0.009,0.03,0.01,3D,,,,,,,,,,,,,
JVASP-36119,186,P6_3mc,Is,0.41,0.063,0.009,0,0,2D,,,,,,,,,,,,,
JVASP-35743,156,P3m1,BaGaGeH,0.303,0.009,0.009,0.058,0.03,3D,,,,,,,,,,,,,
JVASP-28469,8,Cm,Te4Mo2WSe2,0.116,0.009,0.009,0.227,0.227,2D,,,,,,,,,,,,,
JVASP-40820,216,F-43m,LaNiSb,0.14,0.024,0.011,0,0,3D,mp-961707,Strong-TI,1,0,1,0,1,0,0.023,0.023,0.017,0.011,0.023
JVASP-3495,122,I-42d,InCuTe2,0.541,0.017,0.011,0,0,3D,mp-22261,Quad,,,,,,,0.007,0.007,0,0.007,0.007
JVASP-36123,186,P6_3mc,InSb,0.596,0.015,0.011,0.001,0.001,3D,mp-1007661,Dirac,,,,,,,0.086,0.086,0,0.017,0.027
JVASP-3189,129,P4/nmm,NdZnSbO,2.009,0.011,0.011,0.178,0.178,3D,,,,,,,,,,,,,
JVASP-10117,62,Pnma,CdAs,0.825,0.021,0.011,0.022,0.001,3D,,,,,,,,,,,,,
JVASP-7925,58,Pnnm,FeTe2,0.205,0.616,0.011,0.536,0.02,3D,,,,,,,,,,,,,
JVASP-10667,194,P6_3/mmc,Pr(ZnP)3,0.015,0.836,0.011,0.856,0.027,3D,,,,,,,,,,,,,
JVASP-37007,187,P-6m2,YN,0.054,0.012,0.012,0.013,0.013,3D,mp-998899,Strong-TI,1,0,1,0,1,0,0.124,0.124,0.003,0.041,0.041
JVASP-14673,224,Pn-3m,Ag2O,2.005,0.012,0.012,0,0,3D,,,,,,,,,,,,,
JVASP-8712,216,F-43m,LuNiBi,0.422,0.012,0.012,0.015,0.015,3D,,,,,,,,,,,,,
JVASP-9673,227,Fd-3m,Zn(SbO2)2,0.018,1.086,0.012,1.097,0.02,3D,,,,,,,,,,,,,
JVASP-35680,194,P6_3/mmc,PbS,2.031,0.193,0.013,0.013,0.013,3D,mp-1018019,Strong-TI,1,0,1,0,1,0,0.065,0.299,0.231,-0.01,0.231
JVASP-35680,194,P6_3/mmc,PbS,2.031,0.193,0.013,0.013,0.013,3D,mp-1018019,Strong-TI,1,0,1,0,1,0,0.065,0.299,0.231,-0.01,0.231
JVASP-7741,189,P-62m,CaAgP,0.204,0.013,0.013,0.007,0.007,3D,mp-12277,Dirac,,,,,,,0.157,0.189,0.002,0.05,0.087
JVASP-4050,164,P-3m1,Ca(MgBi)2,2.072,0.03,0.013,0.467,0.467,3D,mp-29208,,1,0,1,0,1,0,0.029,0.029,0.019,0.021,0.029
JVASP-36447,221,Pm-3m,Ba3N2,0.199,0.062,0.013,0,-0.088,3D,,,,,,,,,,,,,
JVASP-36140,216,F-43m,TlN,1.047,0.018,0.014,0,0,3D,,,,,,,,,,,,,
JVASP-9135,14,P2_1/c,Sb2Rh,0.14,0.096,0.014,0.092,0.045,3D,,,,,,,,,,,,,
JVASP-9377,140,I4/mcm,Tl4SnTe3,2.26,0.026,0.015,0.014,0.014,3D,mp-3019,,0,0,0,0,0,0,0.13,0.13,0.014,0.017,0.029
JVASP-35668,186,P6_3mc,TlN,0.959,0.016,0.015,0,-0.005,3D,,,,,,,,,,,,,
JVASP-1022,152,P3_121,Te,0.4,0.015,0.015,0.193,0.175,3D,,,,,,,,,,,,,
JVASP-38594,165,P-3c1,NdH3,0.045,0.02,0.015,0.017,0.015,3D,,,,,,,,,,,,,
JVASP-8441,136,P4_2/mnm,PbO2,0.05,0.105,0.016,0.113,0.016,3D,mp-20725,Dirac,,,,,,,-0.013,0.016,0,0,0.002
JVASP-21,225,Fm-3m,PbSe,2.004,0.016,0.016,0.4,0.4,3D,mp-2201,CTI,0,0,0,0,0,0,0.34,0.34,0.34,0.34,0.34
JVASP-21,225,Fm-3m,PbSe,2.004,0.016,0.016,0.4,0.4,3D,mp-2201,CTI,0,0,0,0,0,0,0.34,0.34,0.34,0.34,0.34
JVASP-18363,166,R-3m,CuI,2.015,0.016,0.016,0,-0.021,3D,,,,,,,,,,,,,
JVASP-1115,225,Fm-3m,PbSe,2.004,0.016,0.016,0.4,0.4,3D,,,,,,,,,,,,,
JVASP-28900,156,P3m1,Te4MoW3Se4,1.075,0.016,0.016,0.257,0.257,2D,,,,,,,,,,,,,
JVASP-11397,62,Pnma,SrMgGe,0.63,0.044,0.016,0.038,0.032,3D,,,,,,,,,,,,,
JVASP-8792,15,C2/c,LiSbS2,0.326,0.016,0.016,0.215,0.213,3D,,,,,,,,,,,,,
JVASP-13024,15,C2/c,LiDy2Br5,0.113,0.026,0.016,0.03,0.023,3D,,,,,,,,,,,,,
JVASP-35742,156,P3m1,BaGaSnH,2.013,0.032,0.017,0.064,0.064,3D,,,,,,,,,,,,,
JVASP-1114,225,Fm-3m,PbSe,0.418,0.017,0.017,0.437,0.437,3D,,,,,,,,,,,,,
JVASP-11154,62,Pnma,Ba2Ge,0.075,0.028,0.017,0.028,0.017,3D,,,,,,,,,,,,,
JVASP-993,166,R-3m,Sb,0.458,0.064,0.018,0.05,-0.121,2D,,,,,,,,,,,,,
JVASP-23395,84,P4_2/m,PdS,0.201,0.057,0.018,0.123,0.011,3D,,,,,,,,,,,,,
JVASP-10589,62,Pnma,Ba2Si,0.126,0.042,0.018,0.039,0.015,3D,,,,,,,,,,,,,
JVASP-8088,12,C2/m,Ag2PdO2,0.062,0.831,0.018,0.809,0.023,3D,,,,,,,,,,,,,
JVASP-36245,216,F-43m,RbAgO,0.125,0.047,0.019,0,0,3D,,,,,,,,,,,,,
JVASP-40310,225,Fm-3m,Sr2HgPb,2.052,0.097,0.02,0.182,0.11,3D,,,,,,,,,,,,,
JVASP-4053,164,P-3m1,Ba(MgBi)2,2.081,0.04,0.021,0.451,0.451,3D,mp-29209,Dirac,,,,,,,0.04,0.04,0,0.01,0.04
JVASP-35829,129,P4/nmm,KCdSb,0.602,0.04,0.021,0,-0.062,3D,mp-1018652,,0,0,0,0,0,0,0.196,0.252,0.015,-0.025,0.047
JVASP-35829,129,P4/nmm,KCdSb,0.602,0.04,0.021,0,-0.062,3D,mp-1018652,,0,0,0,0,0,0,0.196,0.252,0.022,-0.004,0.024
JVASP-35829,129,P4/nmm,KCdSb,0.602,0.04,0.021,0,-0.062,3D,mp-1018652,,0,0,0,0,0,0,0.196,0.252,0.019,-0.02,0.054
JVASP-9175,61,Pbca,ZnSb,0.117,0.316,0.021,0.337,0.038,3D,,,,,,,,,,,,,
JVASP-8180,225,Fm-3m,HoN,0.027,0.319,0.021,0.458,0.073,3D,,,,,,,,,,,,,
JVASP-15998,221,Pm-3m,Sr3SnO,3.103,0.023,0.022,0,-0.146,3D,,,,,,,,,,,,,
JVASP-38758,62,Pnma,Yb2LiInGe2,0.329,0.05,0.022,0.04,0.01,3D,,,,,,,,,,,,,
JVASP-10689,9,Cc,Cu2SnS3,0.189,0.034,0.022,0.054,0.036,3D,,,,,,,,,,,,,
JVASP-29494,186,P6_3mc,Zn2In2S5,0.06,0.022,0.022,0.034,0.034,2D,,,,,,,,,,,,,
JVASP-17609,63,Cmcm,BaPb,0.579,0.233,0.023,0.198,-0.007,3D,,,,,,,,,,,,,
JVASP-15789,194,P6_3/mmc,BaAgAs,0.257,0.023,0.023,0,-0.015,3D,,,,,,,,,,,,,
JVASP-8189,180,P6_222,Si2W,0.064,0.592,0.023,0.623,0.045,3D,,,,,,,,,,,,,
JVASP-41086,225,Fm-3m,Yb2LiIr,1.225,0.027,0.024,0,-0.1,3D,,,,,,,,,,,,,
JVASP-25900,12,C2/m,2Zr(CuS2)2,0.021,0.025,0.024,0.024,0.024,3D,,,,,,,,,,,,,
JVASP-7695,12,C2/m,SrP3,0.004,0.087,0.024,0.087,0.024,3D,,,,,,,,,,,,,
JVASP-13043,164,P-3m1,GeBi4Te7,2.484,0.025,0.025,0.481,0.481,2D,mp-29644,Strong-TI,1,0,1,0,0,1,0.07,0.07,0.07,0.07,0.07
JVASP-2023,166,R-3m,TlBiTe2,2.04,0.196,0.025,0.415,0.398,3D,mp-27438,Strong-TI,1,0,1,0,1,0,0.016,0.234,0.182,-0.034,0.207
JVASP-10718,31,Pmn2_1,Ag2SnHgSe4,0.483,0.096,0.025,0.057,0.013,3D,,,,,,,,,,,,,
JVASP-2295,122,I-42d,GaCuTe2,0.287,0.025,0.025,0.211,0.211,3D,,,,,,,,,,,,,
JVASP-40780,216,F-43m,MgScGa,0.005,0.14,0.025,0.159,0.028,3D,,,,,,,,,,,,,
JVASP-10542,63,Cmcm,K2NiAs2,0.439,0.037,0.026,0.025,0.019,3D,,,,,,,,,,,,,
JVASP-15705,194,P6_3/mmc,SrAgAs,0.13,0.035,0.027,0,-0.047,3D,mp-6954,Dirac,,,,,,,0.036,0.067,0,0.015,0.019
JVASP-27231,204,Im3,As3Ir,0.286,0.027,0.027,0.019,0.019,3D,,,,,,,,,,,,,
JVASP-28504,156,P3m1,Te4Mo2WSe2,0.114,0.027,0.027,0.223,0.223,2D,,,,,,,,,,,,,
JVASP-28628,156,P3m1,MoW3(Se3S)2,0.084,0.027,0.027,0.337,0.303,2D,,,,,,,,,,,,,
JVASP-54913,2,P-1,Al3Mo,0.027,0.221,0.027,0.234,0.027,3D,,,,,,,,,,,,,
JVASP-41104,225,Fm-3m,Yb2SbAu,2.056,0.067,0.029,0.011,0.011,3D,,,,,,,,,,,,,
JVASP-46842,15,C2/c,Li3Cu2SbO6,0.023,0.098,0.029,0.101,0.032,3D,,,,,,,,,,,,,
JVASP-16173,221,Pm-3m,Ca3GeO,3.135,0.047,0.03,0,-0.031,3D,,,,,,,,,,,,,
JVASP-36252,216,F-43m,NdBiPd,0.47,0.03,0.03,0.099,0.099,3D,,,,,,,,,,,,,
JVASP-2391,122,I-42d,GaAgTe2,0.24,0.03,0.03,0.214,0.214,3D,,,,,,,,,,,,,
JVASP-15801,194,P6_3/mmc,KHgAs,2.054,0.039,0.031,0,-0.011,3D,mp-7420,CTI,0,0,0,0,0,0,0.056,0.056,0.056,0.048,0.056
JVASP-1162,140,I4/mcm,Tl4Te3Pb,2.281,0.057,0.031,0.018,0.006,3D,mp-20740,,0,0,0,0,0,0,0.279,0.279,0.052,0.049,0.061
JVASP-1162,140,I4/mcm,Tl4Te3Pb,2.281,0.057,0.031,0.018,0.006,3D,mp-20740,,0,0,0,0,0,0,0.323,0.511,0.019,0.014,0.044
JVASP-8778,12,C2/m,AgBiSe2,2.09,0.072,0.032,0.049,0.014,3D,mp-33618,Dirac,,,,,,,0.13,0.152,0.008,-0.044,0.028
JVASP-8778,12,C2/m,AgBiSe2,2.09,0.072,0.032,0.049,0.014,3D,mp-33618,Dirac,,,,,,,0.123,0.144,0.017,,
JVASP-10565,12,C2/m,KAg3Se2,0.145,0.051,0.032,0.102,0.06,3D,,,,,,,,,,,,,
JVASP-12352,140,I4/mcm,BaPbO3,0.054,0.087,0.032,0.089,0.032,3D,,,,,,,,,,,,,
JVASP-5410,164,P-3m1,BiSe,3.313,0.11,0.033,0,-0.178,2D,mp-27902,Weak-Ti,0,0,0,0,1,1,0.095,0.107,0.073,-0.014,0.08
JVASP-12073,61,Pbca,AgF2,1.977,0.246,0.033,0,-0.268,2D,,,,,,,,,,,,,
JVASP-36478,221,Pm-3m,Ba3SbAs,0.161,0.033,0.033,0.163,0.163,3D,,,,,,,,,,,,,
JVASP-28913,156,P3m1,Te2MoWSe2,0.141,0.034,0.034,0.28,0.28,2D,,,,,,,,,,,,,
JVASP-8194,2,P-1,CaP3,0.001,0.124,0.035,0.122,0.035,3D,,,,,,,,,,,,,
JVASP-16639,221,Pm-3m,Yb3PbO,3.195,0.036,0.036,0,-0.446,3D,,,,,,,,,,,,,
JVASP-36297,216,F-43m,KAgO,0.537,0.068,0.036,0,0,3D,,,,,,,,,,,,,
